id;pos_picking;model;parent_part_no;suffix_master;child_part_no;qty_picking;status
290;SMALL1_L6;D26A;71100-BY330-C4;SW;71867-B1010-C0;1;Active
291;SMALL1_L6;D26A;71100-BY330-C4;SW;71811-BZ330;1;Active
292;SMALL1_L6;D26A;71100-BY330-C4;SW;71910-BZJ70;1;Active
293;SMALL1_L6;D26A;71100-BY180-C4;SY, SZ, TA;72991-BZ090;1;Active
294;SMALL1_L6;D26A;71100-BY180-C4;SY, SZ, TA;72129-BZ110;2;Active
295;SMALL1_L6;D26A;71100-BY180-C4;SY, SZ, TA;71876-B2060;1;Active
296;SMALL1_L6;D26A;71100-BY180-C4;SY, SZ, TA;72413-BZ070-C0;1;Active
297;SMALL1_L6;D26A;71100-BY180-C4;SY, SZ, TA;73230-BZB80;1;Active
298;SMALL1_L6;D26A;71100-BY180-C4;SY, SZ, TA;72266-B1020-C0;1;Active
299;SMALL1_L6;D26A;71100-BY180-C4;SY, SZ, TA;71867-B1010-C0;1;Active
300;SMALL1_L6;D26A;71100-BY180-C4;SY, SZ, TA;71811-BZ330;1;Active
301;SMALL1_L6;D26A;71100-BY180-C4;SY, SZ, TA;71910-BZJ70;1;Active
